x,y
-3.427479556,-6.469900212
11.66998943,-5.198823307
-29.69078762,-7.839716027
17.7600524,-4.810373103
-48.26844417,-8.457933942
-27.33924885,-7.746588227
41.44660378,-6.399265953
26.84340326,-5.157189027
3.331264271,-5.943266497
-43.16197836,-8.305551621
-30.04157678,-7.853262164
-48.79823694,-8.47311573
46.65719126,-6.753744799
33.22006903,-5.73006827
-5.469093975,-6.610972795
49.04954657,-6.90065584
29.42843837,-5.385979687
-1.138883193,-6.302094112
-36.94107458,-8.103296104
-28.77574807,-7.803964868
33.11101547,-5.720343718
-17.62126303,-7.311711362
23.87677138,-4.933798365
-34.01272411,-8.000806012
23.14707155,-4.890733497
-44.63058828,-8.350543945
21.43895271,-4.816318381
-37.82643577,-8.133314483
48.4044738,-6.861940221
9.309819627,-5.409813016
-23.04567946,-7.565215612
-6.799640908,-6.698787169
43.05123423,-6.513839175
0.788530854,-6.152454098
-43.59019947,-8.318772318
15.91113128,-4.887563136
-5.082798216,-6.584879742
-35.28315024,-8.045890655
27.52280899,-5.215563083
3.126175684,-5.96062414
-41.21058035,-8.244209123
40.0460696,-6.29506483
36.8151184,-6.039214469
-44.37001387,-8.342632324
14.00562534,-5.010222895
38.92646298,-6.208866575
-15.22768073,-7.189742523
16.6719506,-4.850058504
-4.553925711,-6.548708012
-5.312106207,-6.600401806
-48.29689768,-8.458752168
36.14176562,-5.983176201
43.78221187,-6.564385447
-2.122591302,-6.375512698
6.983149379,-5.621927054
49.27955825,-6.914305866
-9.586537405,-6.872932605
-28.01586812,-7.773808043
36.64965856,-6.025529658
18.90230691,-4.788384986
-32.85306167,-7.958784248
-49.09762713,-8.481645689
-33.09228725,-7.967522326
-29.3612229,-7.826909549
40.16221888,-6.303858663
20.91398974,-4.801964563
-36.80699503,-8.098712048
-7.479531066,-6.74246203
16.14467143,-4.875260144
-17.7616919,-7.318661347
9.743679007,-5.370339376
-28.93528467,-7.810241891
-31.03817728,-7.891277414
-29.16844446,-7.819382146
21.33453819,-4.813123186
-24.73035891,-7.638234202
-22.99849903,-7.563134349
-1.824264072,-6.353455254
-27.93262704,-7.770478177
-14.53358109,-7.153078741
13.77340173,-5.027452606
24.97543077,-5.008835957
-0.757859844,-6.27312393
11.7388764,-5.192873734
-18.05468887,-7.333091415
-19.7500912,-7.414765429
-35.82105037,-8.064689498
34.43423815,-5.837093128
-21.18456807,-7.481546732
40.88323297,-6.357829532
-38.67908241,-8.16181901
11.38605951,-5.22351855
-21.6095891,-7.500943063
0.813200733,-6.150488619
3.887511426,-5.895778745
-44.78494907,-8.355216392
-6.291751888,-6.66563845
-28.127036,-7.778246884
41.83389907,-6.427382956
19.14530988,-4.786456249
-38.40747401,-8.152781408
-14.03772078,-7.126512195
-19.39442793,-7.397884108
-19.77519241,-7.415951893
6.144548742,-5.697489644
29.60989744,-5.402497304
-3.005129487,-6.439719078
29.11705259,-5.357706875
-8.123104529,-6.783082707
23.95297503,-4.938630654
-14.24768454,-7.137799932
44.98220832,-6.645211821
25.0146571,-5.011711002
-48.04225022,-8.451417759
25.51671403,-5.049540879
41.18011316,-6.379745019
-15.22461281,-7.189581792
-42.87147889,-8.296534395
35.50886192,-5.929678661
-40.56466519,-8.223496804
4.956787619,-5.802888551
41.55251266,-6.40698446
2.201157881,-6.037870774
-44.80345157,-8.355775746
-5.909104012,-6.640362731
19.11892293,-4.786618192
-23.86224608,-7.600919652
39.59075394,-6.260323816
-4.028757125,-6.512268836
-26.79809582,-7.724563155
-30.40571104,-7.867231927
34.96938449,-5.883466825
24.16085606,-4.952112981
16.22153604,-4.871360398
-39.29116004,-8.182042221
33.61729207,-5.765341359
-4.508461468,-6.545574092
15.06299481,-4.937612994
40.44225854,-6.324946949
-38.92943749,-8.170114673
10.38295087,-5.312568262
-48.36175337,-8.460615977
-40.87895985,-8.233601088
40.56716526,-6.334301224
4.761897858,-5.81996914
14.42063114,-4.980519588
-26.41230993,-7.708720545
12.05736358,-5.165601851
-42.10177275,-8.272450143
14.57511005,-4.969844834
-32.37001942,-7.94102834
11.89247781,-5.179671174
47.03241584,-6.777400461
16.91934682,-4.83952878
-16.81886731,-7.271571748
-4.211298415,-6.524993986
-47.5050654,-8.435859221
2.310463687,-6.028832966
48.91919586,-6.892884338
22.33636969,-4.850427363
-10.30552687,-6.915841926
9.072981587,-5.431416785
7.317989151,-5.591551703
0.767429168,-6.154134286
-35.44536144,-8.051577599
-20.90512692,-7.468698347
0.114407162,-6.205670698
-35.81301492,-8.064409915
-9.361659855,-6.859347722
9.310318496,-5.409767544
30.93799448,-5.523769123
-2.940104027,-6.43504121
17.4121679,-4.821160557
25.71795574,-5.06520538
-31.79002094,-7.919507542
11.96391769,-5.173561848
26.99270782,-5.169862612
-7.891373706,-6.768536146
-6.101123462,-6.653079164
-1.121979847,-6.300815249
-28.3167039,-7.785798687
33.29123841,-5.73640537
0.154387633,-6.202541019
-39.72683237,-8.19631764
-13.564009,-7.100834341
32.08020243,-5.627662455
-37.71564747,-8.129581847
14.93587465,-4.945785544
23.6624715,-4.92053675
21.06649401,-4.80569099
-39.46650653,-8.187799532
45.86044678,-6.702725619
-7.630711991,-6.752066539
6.0113444,-5.709412695
-40.12172289,-8.209172304
-1.688234178,-6.343337699
-34.63752365,-8.023100608
-19.15301667,-7.386350456
-36.90836337,-8.10217867
-15.64813991,-7.211661332
16.30603762,-4.867160501
1.62026634,-6.085489528
29.66668869,-5.407671911
7.659556778,-5.560474285
-43.312604,-8.310211634
-25.15175775,-7.656114564
40.86794362,-6.356696054
38.95084738,-6.210771676
48.98061585,-6.896549438
-17.63445454,-7.312365164
48.74204651,-6.882280827
11.38647653,-5.223482085
15.20815257,-4.928484481
10.13460943,-5.334941156
29.77943278,-5.417950859
11.04465664,-5.253543988
-12.27613193,-7.029506042
-32.53533915,-7.94712222
-44.00857953,-8.331607836
-34.76473553,-8.027610831
-11.6581412,-6.994464726
-48.6916133,-8.470069324
46.53735311,-6.746140015
-18.18131155,-7.339298212
45.56036534,-6.683226571
-47.10402822,-8.424166649
-10.28211933,-6.914457401
-22.21899832,-7.528452631
-13.81469026,-7.114459309
28.04533052,-5.261511638
-5.433598335,-6.608586588
-44.26877419,-8.339550248
-45.20056597,-8.367744528
3.081487559,-5.964395337
26.67680609,-5.143162699
11.46291943,-5.21680718
43.24328826,-6.527217494
28.15767479,-5.271487302
25.49027409,-5.047503137
-17.37828434,-7.299633743
2.198125969,-6.038121115
14.55793047,-4.971021259
1.123845476,-6.125630546
16.21000933,-4.871940412
-26.86901786,-7.727462781
48.25692927,-6.852993852
-41.40805151,-8.250500164
-8.732158531,-6.820894555
48.52842297,-6.869429479
-1.474119018,-6.327336011
11.18721768,-5.240965492
-48.87795456,-8.475390439
26.85515178,-5.158182836
24.15595426,-4.951790118
-28.26532516,-7.783755662
-10.26786026,-6.91361359
-23.74361268,-7.595769326
-42.13613803,-8.273531452
-27.98802564,-7.772694853
-1.501498773,-6.329387429
1.529623625,-6.092857162
33.90091673,-5.790377218
-8.684793318,-6.81797561
-9.782442755,-6.88470306
45.26869252,-6.664122646
-16.49018242,-7.254915361
-36.62497979,-8.092472893
19.54364431,-4.785422143
42.27734213,-6.459211436
-1.247536099,-6.310300486
0.569244868,-6.169869046
-49.53742394,-8.49411204
-31.15312516,-7.895618146
27.96394438,-5.254304634
11.08259497,-5.250191196
29.24568605,-5.369373958
33.79004491,-5.780605801
18.73583994,-4.790270716
-41.85658999,-8.264718954
30.6140569,-5.494181231
-36.52230047,-8.088944953
6.991434901,-5.621176655
7.469150627,-5.577808497
-48.38972492,-8.461419295
43.48283158,-6.543805668
11.47800266,-5.215492349
16.85748903,-4.84208144
-7.822719105,-6.764209312
20.27671736,-4.7904315
-2.930336413,-6.434337816
-9.110706695,-6.844093747
48.86360187,-6.889561893
-1.474926007,-6.327396497
-38.27372608,-8.148316515
35.80859163,-5.955112135
-15.80242076,-7.219650028
-18.36208658,-7.348128996
-12.24728537,-7.027882346
36.98816633,-6.053466953
3.143326812,-5.959175723
-47.48444908,-8.435259755
-25.16447525,-7.656651852
22.36804841,-4.851840415
-6.761882175,-6.696338271
-23.85494172,-7.6006029
-31.05909378,-7.892067944
-28.55219858,-7.795137678
-0.510541822,-6.254159111
-46.69991679,-8.412316777
-12.73757392,-7.055322483
-14.33233273,-7.142334583
-22.52934613,-7.542327951
-23.5601077,-7.587778149
24.45153788,-4.971670791
-36.83162492,-8.099554879
30.30840032,-5.466250562
-19.55969401,-7.405744687
-15.71537916,-7.21514654
15.93411843,-4.88632232
-46.10355124,-8.394703683
27.21428388,-5.188838246
19.00845793,-4.787421854
42.72454455,-6.490919979
-43.79814153,-8.325161779
18.74666197,-4.790134233
22.56948864,-4.861142996
34.65294033,-5.856107491
5.380007402,-5.76558034
34.23967448,-5.82010668
-45.10811122,-8.364964206
25.88044442,-5.078045133
17.59998741,-4.815107298
37.44290943,-6.090626388
-16.90567643,-7.275949909
1.849966946,-6.066742846
-4.605479431,-6.552256983
-32.04969328,-7.929170014
34.73994572,-5.863648066
-45.35740254,-8.372452388
2.359607192,-6.024761658
-26.72963707,-7.721760471
40.3273904,-6.316316296
4.125696535,-5.875265526
-40.13150265,-8.209489649
35.70836314,-5.94662678
-45.72620308,-8.383480655
-35.79582516,-8.063811696
-28.25023502,-7.783155241
27.74620745,-5.235110957
-14.23940485,-7.13735589
-47.46762219,-8.434770345
33.37796092,-5.744117308
-13.68021867,-7.107160829
28.85618031,-5.334109661
37.96596634,-6.132838044
17.65078408,-4.813562264
4.52440622,-5.840695171
39.88888535,-6.283119926
-40.05065289,-8.206864683
-40.90607083,-8.234470373
-46.57606676,-8.408671373
-17.58257718,-7.309792873
-33.39342414,-7.978470133
49.80785949,-6.945355783
-8.451479872,-6.803544355
25.43333844,-5.043131558
19.33134974,-4.785643727
27.0644011,-5.175981153
41.22600835,-6.383117098
-18.93202319,-7.375738372
-29.52829312,-7.833411428
-42.7121182,-8.291570984
8.720068617,-5.463649249
4.248662108,-5.864634387
14.40858184,-4.981361218
9.800525956,-5.365180356
-4.998026812,-6.579116922
-33.74498195,-7.991178835
26.4920734,-5.127760871
48.33003325,-6.857430796
-35.68535554,-8.059963141
32.77033754,-5.689858851
38.11328012,-6.144623729
-42.95497224,-8.299130102
-2.213465382,-6.382195943
23.87547943,-4.933716958
23.37369089,-4.903461885
31.62452773,-5.586327532
3.348006086,-5.941845922
6.083339645,-5.702971396
-15.3473909,-7.19600518
5.075564741,-5.792447389
-47.88972909,-8.44701224
23.67712129,-4.921427633
33.39717388,-5.745824338
33.63196595,-5.766639776
-46.68796321,-8.411965217
41.21723438,-6.382472771
-40.50748217,-8.221653103
35.09080086,-5.893915309
2.219981949,-6.036316069
-48.36335443,-8.460661966
-37.08228434,-8.108113027
9.317470517,-5.409115651
22.17873693,-4.843601336
-46.29747784,-8.400447688
-32.38306596,-7.941509896
-26.75633629,-7.722853972
21.50127932,-4.818304766
27.05860552,-5.175485769
8.937948213,-5.443745564
37.29387873,-6.078495366
-4.600860653,-6.551939229
48.3929046,-6.861239958
-24.00385832,-7.607051361
19.06691424,-4.786971301
9.674380205,-5.376633065
-22.06711008,-7.521629053
-22.07900873,-7.522164382
18.37677109,-4.795886766
31.12810735,-5.541117968
-42.37587794,-8.281059196
-13.06273061,-7.073338719
30.62370854,-5.495063108
45.83309894,-6.700955069
49.37348422,-6.919856819
-7.442773233,-6.74012097
-6.684700867,-6.691324844
-16.1554433,-7.237821783
-4.533215895,-6.547280935
26.99752732,-5.170273268
25.57002809,-5.053664393
49.23939332,-6.911928076
-29.69265935,-7.839788538
-12.45830285,-7.039733197
20.86701764,-4.800891047
-33.6502053,-7.987760296
-17.60379472,-7.31084529
30.90122493,-5.520412087
-28.10431023,-7.777340221
-17.16119112,-7.288786246
-3.800179586,-6.496244486
-14.76698333,-7.165475041
-42.64604391,-8.289509543
0.519306843,-6.173820921
-22.58000314,-7.544584279
6.763543803,-5.641791165
-47.24888881,-8.428397859
11.37172584,-5.224772225
-7.638803668,-6.752579516
14.52957193,-4.972969115
-19.38819334,-7.397587014
-20.92154181,-7.469455204
-6.948455952,-6.708414703
5.027423676,-5.796682071
-37.75389545,-8.130871241
-36.95749531,-8.103856819
-27.12118021,-7.737740324
-39.30766001,-8.182584662
-40.69628207,-8.227734174
-31.14270943,-7.895225191
18.34955077,-4.796398075
4.148258842,-5.873316948
2.140692181,-6.04285981
44.18165758,-6.591583496
13.75012365,-5.029202374
21.85575549,-4.830707541
-7.555841402,-6.74731484
-25.16424136,-7.656641971
43.59872824,-6.551792514
30.21284022,-5.457519319
26.16338219,-5.100784678
-43.82471602,-8.325976912
40.66538001,-6.341634171
15.56281242,-4.907135609
44.79496842,-6.632772794
4.524193019,-5.840713732
-19.4681215,-7.401392725
-41.1484016,-8.242224261
-7.846548625,-6.765712016
-13.24666324,-7.083466664
35.25285907,-5.907818144
48.3923978,-6.861209278
-44.614688,-8.350062046
-14.28648308,-7.139879534
49.90670422,-6.951118995
-8.498263912,-6.806445196
-11.93520192,-7.010241395
-39.54204408,-8.190274802
8.961222461,-5.441620129
-35.36793658,-8.048865106
-12.3424285,-7.033233301
43.6352472,-6.55430393
20.03695411,-4.787811023
-25.70658592,-7.679429594
24.2119399,-4.955491633
-17.33622459,-7.297536328
-13.00406168,-7.070098615
-0.720595388,-6.270274525
-29.9381587,-7.849277614
-21.24326812,-7.484235992
-20.74069282,-7.461101947
-7.015638989,-6.712748538
-2.188719106,-6.380377651
43.19200131,-6.523651768
33.62297362,-5.76584413
-21.00243174,-7.473181001
45.80750034,-6.699296593
22.30483343,-4.849034301
36.48078618,-6.011505134
2.324984396,-6.027630505
-44.72312966,-8.353346412
46.00153571,-6.711839411
17.22080352,-4.827871532
-43.45332438,-8.314555709
47.91361445,-6.832043622
-20.51549693,-7.450654983
44.99088464,-6.645786696
-32.65801332,-7.951632692
-49.90954011,-8.504601094
37.84554378,-6.12317016
35.05367543,-5.890723399
-16.3591004,-7.248237381
-40.16698966,-8.210640763
12.81191035,-5.102792284
-9.958330326,-6.895220269
42.80524308,-6.496600548
38.06056595,-6.140411586
11.90808567,-5.178334707
39.39407615,-6.245184375
-29.09466981,-7.816494342
-24.17022466,-7.61423248
-49.5875125,-8.495527043
-40.95473104,-8.236029695
9.582002323,-5.385030139
-20.06872727,-7.429778482
27.54337967,-5.217356502
14.23899251,-4.993341276
-32.04534636,-7.92900863
-21.66598647,-7.503503743
-36.4145165,-8.085235171
6.349550607,-5.679094619
-35.57437881,-8.056089742
35.60534215,-5.93788455
-46.95915656,-8.419926386
35.03238627,-5.888891873
-26.71995105,-7.721363628
25.49364682,-5.047762807
-44.36095672,-8.342356781
20.76464037,-4.798673289
-31.5878848,-7.911955042
49.460256,-6.924973137
1.669970338,-6.081442257
3.815101359,-5.901993909
-22.84860044,-7.556508447
-12.17430195,-7.02376911
1.214657277,-6.118325715
1.541854518,-6.091864003
-3.106632123,-6.447004416
-34.58328418,-8.02117461
-28.48739195,-7.792571767
14.5172823,-4.973815528
10.61391662,-5.291858945
-31.76548751,-7.918592339
36.76914562,-6.035417772
2.771810458,-5.990419815
47.45376297,-6.803686
-21.45151828,-7.493749699
44.9081001,-6.640296073
10.76053106,-5.278769126
27.64878072,-5.226566913
-43.65180399,-8.320667312
9.115701934,-5.427517847
39.97575332,-6.289727582
0.978799401,-6.137262306
3.283478565,-5.947318198
29.85756362,-5.425078309
15.50959784,-4.910249859
-3.694217433,-6.488781927
5.731704772,-5.734363258
24.30336437,-4.961601265
1.43216774,-6.100759578
-37.92176415,-8.136520885
-23.19133295,-7.57162807
42.48590126,-6.474047561
8.939730635,-5.443582785
3.922341874,-5.892785639
43.72652647,-6.560570284
-24.43710417,-7.625701956
41.19000916,-6.380472471
5.711613948,-5.736151531
23.86848869,-4.933276767
18.43208441,-4.794884712
-36.0294105,-8.071926015
47.34885823,-6.797168804
-7.546023168,-6.746691019
-42.37883543,-8.281151889
-39.20738118,-8.179285775
47.22413152,-6.78939673
7.035333924,-5.617199734
-1.617511682,-6.338062664
14.4989753,-4.975078912
-28.17956238,-7.780340976
19.49029205,-4.785407023
-25.42431414,-7.667599899
13.3619064,-5.058956733
46.01371408,-6.712624474
22.64219852,-4.864633412
46.96582964,-6.773219722
26.21408986,-5.104908589
2.509584081,-6.012306421
-5.320975529,-6.601000237
13.83619749,-5.022752641
-19.28622129,-7.392722002
-5.659407171,-6.623727547
16.52699452,-4.856619417
32.22771744,-5.641001666
-18.09786887,-7.335209996
15.70450372,-4.899001751
0.540340752,-6.172157025
-34.25539688,-8.009493575
-19.49234466,-7.402544774
-39.48987123,-8.18856548
37.06218186,-6.059544209
17.89506655,-4.80668807
32.68752228,-5.682425169
44.6069324,-6.620217269
13.06039121,-5.082760968
1.340221834,-6.108197127
5.599497008,-5.746120067
48.74309702,-6.88234385
12.69015091,-5.112734766
35.20169739,-5.903434381
-0.97493782,-6.289665623
-48.00412446,-8.450317396
-25.61686035,-7.675676429
5.007506442,-5.798432951
-39.8432984,-8.200117204
-2.568791689,-6.408168869
-32.54688319,-7.947547085
-17.4616868,-7.303786892
-38.96136864,-8.171170347
-7.176348918,-6.723084074
21.89906033,-4.832349506
26.76165866,-5.150291066
42.71852025,-6.49049541
25.69540495,-5.06343672
-16.75017896,-7.268101309
38.05595096,-6.140042548
2.560973654,-6.008028144
-23.2659714,-7.574906632
-33.17831797,-7.970655821
-45.49888132,-8.376690026
-32.92250654,-7.961324591
42.57754124,-6.4805397
-39.13764133,-8.176988432
33.41493419,-5.747401813
-34.81849872,-8.029514044
35.5876116,-5.936377875
9.85675277,-5.360081185
-30.22317401,-7.860240624
29.75305199,-5.415545026
28.73856516,-5.323502962
-40.44149167,-8.219523387
-32.85522179,-7.958863313
10.2812097,-5.321721806
-17.49015172,-7.305202546
-23.27151279,-7.575149842
28.92997516,-5.340775294
11.66134428,-5.19957117
18.6464205,-4.791472127
19.7433301,-4.785900557
43.20205941,-6.524351452
-37.98119126,-8.138517233
10.6886216,-5.285183439
-1.01323502,-6.29257384
2.970138063,-5.973774842
-27.81308687,-7.765687051
24.81808992,-4.99742901
-24.18460967,-7.614852268
-30.08860232,-7.855071496
37.15233727,-6.066931443
-47.28144985,-8.429347731
-46.36597865,-8.402472818
-6.2006333,-6.659643284
-43.43123719,-8.313874476
47.93864242,-6.833577255
12.8900064,-5.096458282
15.63280832,-4.903088475
-17.20939481,-7.291199475
-2.450013683,-6.399514812
-48.37581763,-8.461019929
-29.99718543,-7.851552754
35.84947325,-5.958567514
-43.24598952,-8.308152033
-18.92514396,-7.3754072
32.66227328,-5.680157038
11.18684145,-5.240998614
41.46003736,-6.400246217
38.41104382,-6.168307746
-25.46869661,-7.669464286
45.8201907,-6.700118915
-4.770330014,-6.563571874
38.85581439,-6.203339952
-3.514960631,-6.476108009
8.52213613,-5.481736218
-48.83209879,-8.474082272
22.84353906,-4.874657127
-8.469964851,-6.80469094
-38.13625149,-8.143717178
9.625641591,-5.381062361
-49.53121405,-8.493936542
43.94547792,-6.575537924
19.14120386,-4.786480687
-22.82019228,-7.555250421
25.37373314,-5.038579467
15.83319247,-4.891817805
-21.62898741,-7.501824172
3.561450773,-5.923687057
-43.97839279,-8.330684405
17.74272748,-4.810866469
42.28831029,-6.459993787
-3.336132302,-6.463402146
-13.11898325,-7.076441013
41.73939293,-6.420549494
-48.84269638,-8.474384673
42.92352019,-6.5049037
19.34175405,-4.785615332
32.12370248,-5.631598318
35.77368905,-5.952159514
-38.94231097,-8.170540347
20.49994042,-4.793721306
5.166643123,-5.784425369
2.062779043,-6.049277395
-18.62682498,-7.360997202
-33.85850797,-7.9952663
-18.02722221,-7.331742722
17.10665989,-4.832131057
2.395079532,-6.021819887
10.78004609,-5.277030379
26.03149375,-5.09012653
-33.61374694,-7.986443772
-0.563830601,-6.258256109
26.46880312,-5.125832571
-19.91885247,-7.422729842
33.88656139,-5.789113172
17.98076174,-4.804497037
-17.15388205,-7.288420099
3.826366593,-5.90102763
33.78169251,-5.779868877
-25.70231159,-7.679250951
-48.05159441,-8.451687356
10.74786539,-5.279898069
3.879303602,-5.896483742
-27.36505209,-7.747632722
41.99410122,-6.438926303
43.59952215,-6.551847138
-1.137046646,-6.301955192
19.76278383,-4.785982733
1.658564782,-6.082371434
-21.47664545,-7.494894775
-49.05495151,-8.480431977
-20.70502846,-7.459450821
16.64845066,-4.851102753
-34.49076307,-8.017885151
-27.44223947,-7.750754132
37.7622028,-6.116461612
10.57275607,-5.29554194
14.6813809,-4.962628453
-43.08171206,-8.303064059
-28.14543531,-7.778980653
27.99942777,-5.257444706
12.90774447,-5.095024437
-42.93835769,-8.298613836
15.72185751,-4.89802158
1.965943603,-6.057236215
44.75296385,-6.629973613
-47.91493292,-8.447740896
22.87178392,-4.876104749
-10.14821397,-6.906521109
18.7246295,-4.79041413
-42.69129347,-8.290921498
25.80455632,-5.072027812
-44.9277409,-8.359529233
14.24100791,-4.993197454
0.077490503,-6.208557581
3.008977495,-5.970506001
23.8251527,-4.930559417
-22.54315454,-7.542943231
-26.19643501,-7.699803536
25.99431128,-5.087139929
46.00944406,-6.712349242
-33.37936395,-7.977960251
-12.14061084,-7.021867813
-40.3197619,-8.215589032
43.456239,-6.54196951
30.29158659,-5.464714217
23.02053285,-4.883893384
29.47134069,-5.38988252
7.356962191,-5.588010043
-13.83098521,-7.11534211
-33.86663419,-7.995558575
38.63705854,-6.186161317
40.19986904,-6.306703258
25.85821405,-5.076278741
-13.82078739,-7.114789669
-0.377511878,-6.24390566
15.86854859,-4.889878637
-21.1033217,-7.477819001
-35.69428488,-8.060274487
-19.18668769,-7.387962799
-15.25587004,-7.191218843
-36.0461537,-8.07250643
-28.37614703,-7.788159921
5.582168723,-5.747659087
-44.88162604,-8.358137381
-8.264737093,-6.79192978
21.1580163,-4.808103014
37.92730351,-6.12973737
10.14794395,-5.333737368
-3.502795234,-6.475245625
31.54206433,-5.578828716
-17.78750887,-7.319936661
-12.36105633,-7.034279475
-36.19842829,-8.077777711
15.3592387,-4.919220813
-47.45080264,-8.434281032
-26.6313654,-7.717730761
47.87821204,-6.829872565
44.30214441,-6.599729493
48.10638543,-6.84383021
-43.30360343,-8.309933472
-30.4742535,-7.869851158
-7.659403864,-6.753884981
3.707642887,-5.911199119
-3.672285096,-6.487234597
12.59093953,-5.120894491
0.255939977,-6.194576491
29.17770492,-5.363205698
21.03519227,-4.804896197
6.940487561,-5.625789771
-34.29012218,-8.01073377
12.56033603,-5.123421785
42.58333238,-6.480949419
48.3197126,-6.856804909
22.31735762,-4.849585904
-31.24415659,-7.899049369
36.0131725,-5.972370577
-37.09401034,-8.108512521
24.34716109,-4.964556246
-45.21215558,-8.368092789
14.96994398,-4.943579171
-44.046288,-8.332760781
41.97624472,-6.437642166
-32.82754747,-7.957850145
-41.19535823,-8.243723381
-19.54572041,-7.405081159
17.15951499,-4.830135039
-29.55566969,-7.834474932
47.48096706,-6.805373121
-46.04403316,-8.392937567
-0.820893358,-6.277937214
14.09329624,-5.003828484
-9.498386421,-6.867616816
-44.29180416,-8.340251763
13.03369949,-5.084895421
-28.54187744,-7.794729238
12.97094144,-5.08993068
-10.54390649,-6.929894701
29.61076975,-5.402576769
37.90369419,-6.127842422
28.00771224,-5.258178303
20.24825964,-4.790070851
-7.932777328,-6.771141738
14.38558316,-4.982971212
-42.16910062,-8.274568094
-11.92500289,-7.009662565
-6.231077634,-6.661648014
-9.30485588,-6.855903642
-22.62138116,-7.546425551
-26.8648973,-7.727294421
23.78979494,-4.928356994
37.9400035,-6.130756225
27.24880185,-5.191811362
-46.41671074,-8.403971358
5.431632929,-5.761009809
8.817449083,-5.454752125
-25.38114891,-7.665785075
-10.16137368,-6.907302265
30.67798037,-5.500021712
